i,c_idx
8296,30
8296,146
8296,184
7242,0
7242,1
7242,100
7242,507
7242,4
7242,3
7814,363
7814,66
7814,56
7814,27
7814,39
7814,130
7814,421
7814,28
7814,97
7420,39
7420,311
7420,938
7420,21
7194,86
7194,314
7194,1
7194,3
7194,0
8091,177
8091,66
8091,30
8091,146
8091,361
8091,101
8091,58
7229,30
7229,230
7229,28
7229,140
7229,144
7229,142
7229,141
8305,45
8305,108
8305,62
8305,199
8305,200
8305,30
7953,79
7953,92
7953,91
8252,47
8252,0
8277,24
8277,18
8277,0
7553,95
7553,30
8065,196
8065,197
8414,411
8414,27
8414,542
7352,375
7352,9
7352,406
7352,11
7513,28
7513,612
7671,1
7671,3
7671,114
7671,463
8432,30
8432,518
8378,0
8378,151
8262,65
8262,468
8312,0
8312,267
8180,144
8180,30
8180,143
8180,28
8180,233
8180,141
7186,0
7186,151
8147,0
8147,33
7770,32
7770,154
8428,28
8428,139
8428,413
8428,27
8428,422
8428,895
7784,242
7784,32
7698,80
7698,269
7698,65
7698,173
7698,32
8218,117
8218,632
8218,723
8218,351
8218,21
8218,243
8218,510
7406,9
7406,6
7406,0
7406,11
8314,242
8314,16
8314,32
8314,241
8197,66
8197,283
8197,98
8127,231
8127,32
8127,492
8127,50
8127,158
8127,494
7779,21
7779,311
7737,0
7737,430
7737,1
8020,690
8020,79
8020,112
7680,47
7680,375
7680,11
7680,0
7680,9
7680,73
7680,415
8358,1
8358,3
8358,314
7190,24
7190,0
7190,218
7190,1
7190,59
7980,32
7980,31
8389,246
8389,34
8389,247
8389,27
8389,249
8381,3
8381,25
8381,24
8381,0
8381,1
8374,114
8374,1
8374,20
8374,25
7735,11
7735,394
7735,9
8360,0
8360,268
7661,3
7661,1
8469,3
8469,25
8469,1
7338,110
7338,170
7338,108
7338,45
7338,30
8111,380
8111,132
8111,11
8111,1
8111,267
8111,13
8111,0
8111,9
7707,693
7707,704
7707,632
7707,21
7707,917
7277,0
7277,122
7277,291
7329,475
7329,65
7826,154
7826,32
8056,34
8056,246
8056,27
7634,311
7634,21
7658,24
7658,268
7658,298
7658,0
8110,730
8110,321
8110,58
8110,757
8110,30
8110,146
8110,796
8110,16
7510,208
7510,32
7510,30
7510,31
7510,50
8160,0
8160,12
7161,375
7161,9
7161,175
7161,59
7161,73
7161,0
7161,11
7161,122
8143,108
8143,45
8143,30
8505,84
8505,0
8443,0
8443,343
8443,392
8443,428
8443,1
8001,65
8001,284
8001,81
8001,80
8034,11
8034,10
8034,86
8034,9
8034,0
8173,9
8173,11
7548,107
7548,28
7548,186
7548,293
7416,154
7416,32
7598,281
7598,9
7598,0
7598,298
7598,182
7598,11
7598,8
7656,255
7656,256
7656,257
7656,30
7656,455
7656,454
7887,428
7887,66
7887,1
7887,0
7887,152
7887,263
7887,18
7614,4
7614,0
7614,3
7614,1
7614,24
7614,59
8025,197
8025,190
8025,417
8025,418
8025,654
8025,810
8025,188
8511,695
8511,137
8511,27
8511,249
8511,139
7164,32
7164,206
7164,173
7164,193
7164,223
7164,305
7164,194
7164,79
7832,10
7832,0
8225,493
8225,16
8225,28
8225,118
8225,896
8225,231
8225,158
7557,607
7557,122
7557,0
7910,177
7910,30
7910,178
7862,122
7862,11
7862,9
7862,73
7862,0
8105,125
8105,126
8105,1
8105,374
8377,32
8377,194
8377,198
8377,154
8377,193
7736,142
7736,0
7736,271
7736,141
7736,28
7713,0
7713,226
7713,5
7713,47
7713,33
7160,139
7160,413
7160,798
7160,249
7160,422
7160,27
8016,46
8016,45
8016,110
8016,30
8016,108
7231,208
7231,32
7231,50
7231,195
7231,48
7231,49
7231,239
8395,275
8395,92
8395,79
8395,91
8395,277
8395,90
8099,30
8099,260
8099,16
7371,454
7371,379
7371,255
7371,256
7371,257
7371,30
7536,1
7536,24
7536,0
7536,25
7536,3
7505,50
7505,32
7676,143
7676,30
7676,141
7676,144
7676,279
7676,28
7676,233
8370,412
8370,351
8370,21
7227,437
7227,30
7314,0
7314,122
7314,9
7314,59
7314,3
7314,1
7314,8
7314,11
7590,0
7590,22
8049,222
8049,80
8049,509
8049,567
8049,566
8049,721
8049,317
8049,82
8049,65
7638,154
7638,32
7405,75
7405,0
8288,275
8288,79
8288,91
8288,92
8288,88
7446,22
7446,24
7446,0
7446,51
7446,228
7212,46
7212,30
7212,28
7212,45
7212,244
7750,28
7750,293
7750,185
7750,186
7501,11
7501,9
7501,303
7311,0
7311,122
7311,16
7311,349
7311,11
7311,9
7182,59
7182,73
7182,9
7182,8
7182,11
7182,18
7182,122
7182,0
7447,183
7447,47
7447,0
7447,66
7447,98
7240,397
7240,30
7382,127
7382,870
7382,114
7382,169
7382,834
7382,9
7382,11
7382,1
7382,0
7382,16
7586,112
7586,120
7586,312
7586,119
7586,79
7351,1
7351,33
7351,20
7351,404
7351,0
8074,30
8074,514
8074,63
8074,9
8074,516
8074,11
8074,515
8074,73
7836,267
7836,0
7836,52
7688,1
7688,3
7688,24
7688,0
7688,291
7688,218
7688,176
7721,10
7721,0
8440,79
8440,847
8440,112
8440,121
7318,82
7318,81
7318,65
7318,80
8140,4
8140,464
8140,490
8140,1
8140,0
7874,73
7874,63
7874,16
7874,318
7874,415
7874,11
7874,9
7499,267
7499,52
7499,87
7499,0
7701,0
7220,1
7220,22
7220,24
7220,416
7220,0
7220,114
7441,206
7441,194
7441,305
7441,198
7441,32
7441,193
7733,228
7733,183
7733,24
7733,0
8009,311
8009,21
8352,164
8352,34
8352,330
8352,27
8352,79
8352,663
8352,864
7805,263
7805,430
7805,0
7805,344
7805,894
7805,1
7805,473
7805,176
7805,273
8095,113
8095,6
8095,114
8095,1
8095,5
8095,0
8330,27
8330,542
7704,37
7704,39
7704,44
8239,27
8239,357
8239,130
8239,356
7429,24
7429,22
7429,0
7305,153
7305,176
7305,0
7305,151
7305,47
7305,225
7517,546
7517,191
7517,79
7517,32
7517,223
7517,305
7517,173
8492,18
8492,0
8492,47
7148,0
7148,12
7294,179
7294,361
7294,437
7294,177
7294,30
7294,62
7294,101
7294,66
7294,58
7670,186
7670,107
7670,185
7670,293
7670,28
7670,527
7670,130
7703,0
7703,298
7803,186
7803,28
7803,185
7803,293
7430,1
7430,3
8467,251
8467,137
8467,27
8467,249
7668,59
7668,73
7668,9
7668,11
7668,0
7668,375
7730,32
7730,154
7959,359
7959,161
7959,714
7515,22
7515,1
7515,0
7410,6
7410,74
7410,5
7410,0
7410,33
7410,75
8119,188
8119,189
8119,190
8119,294
8119,722
8119,297
7751,21
7751,117
7751,166
7373,524
7373,176
7373,225
7373,0
7829,18
7829,176
7829,14
7829,13
7829,280
7829,0
7829,24
7829,122
7829,1
7372,3
7372,61
7372,1
7372,0
7372,24
7372,4
7778,79
7778,292
8494,713
8494,21
8474,153
8474,7
8474,99
8474,0
7800,32
7800,206
7800,333
7424,0
7424,122
7424,116
7424,59
8364,420
8364,421
8364,21
8364,161
8364,28
8364,418
8364,417
8364,197
7913,0
7913,1
7913,3
7588,0
7588,183
7588,18
7588,298
7818,0
7818,12
8215,153
8215,1
8215,0
8215,99
8215,52
8211,218
8211,24
8211,1
8211,0
7755,65
7755,128
7613,32
7613,223
7613,206
7613,305
7613,173
7613,79
7849,714
7849,161
7727,100
7727,3
7727,1
7963,0
7963,10
8458,198
8458,32
8458,305
8458,79
8458,223
8458,154
7252,122
7252,0
8514,121
8514,79
8242,293
8242,28
8242,186
7280,252
7280,28
7280,130
7280,144
7280,141
7280,27
7280,30
7280,719
7280,393
7280,279
7280,140
7280,525
7280,230
7280,236
7331,1
7331,0
7331,4
8005,301
8005,30
7454,240
7454,1
7651,240
7651,1
7651,51
7651,52
7651,0
8148,30
8148,260
8148,16
8148,301
8148,199
8148,200
8148,45
8148,62
7835,3
7835,1
7835,24
7835,0
7835,18
8321,48
8321,50
8321,49
8321,32
8321,752
8224,50
8224,32
8224,239
8224,48
8361,34
8361,27
8361,164
7297,87
7297,0
7297,114
7297,267
7297,113
7297,14
7297,9
7297,1
7297,11
7666,176
7666,60
7666,0
7666,12
7738,0
7738,150
7738,267
7738,344
7523,58
7523,30
7523,410
7236,101
7236,1
7236,30
7236,224
7236,66
7236,86
7236,60
7236,0
7236,152
7236,480
7184,9
7184,98
7184,66
7184,350
7184,365
7184,11
7184,16
7184,8
7184,214
7184,24
7184,0
8185,279
8185,356
8185,144
8185,30
8185,142
8185,143
8185,141
8185,27
8185,130
8185,28
8313,122
8313,59
8313,0
8313,175
7455,30
7455,45
7455,199
7455,200
7659,114
7659,20
7659,1
7659,58
7659,360
7659,63
7659,30
7659,321
7888,18
7888,0
7442,0
7442,10
7944,187
7944,188
7706,27
7706,139
7706,249
7706,413
7724,33
7724,0
7596,733
7596,39
8345,30
8345,649
7928,188
7928,190
7928,192
7928,189
8501,112
8501,79
8501,847
8501,148
7969,16
7969,65
7969,284
7969,576
7918,166
7918,117
7918,21
7948,0
7948,24
7948,14
7948,47
8502,154
8502,198
8502,32
7932,436
7932,30
7932,158
7932,66
7932,98
7932,16
7932,435
7932,379
7932,439
7932,65
7932,231
7932,440
7932,771
7291,18
7291,1
7291,4
7291,114
7291,0
7291,9
7291,113
7291,86
7291,214
7291,3
7291,122
7291,11
8540,222
8540,95
8540,45
8540,102
8540,80
8540,30
8540,65
7363,152
7363,536
7363,18
7363,0
7363,22
7363,59
7363,24
7363,66
7275,16
7275,65
7275,565
8030,0
8030,10
8030,63
8059,221
8059,79
8355,0
8355,11
8355,9
8355,8
8355,375
8355,99
8355,73
8355,122
8355,18
8423,20
8423,512
8423,1
7986,30
7986,32
7986,130
7986,131
7986,27
7986,477
7986,939
7753,21
7753,433
7753,460
7753,117
8017,79
8017,679
8017,149
8521,13
8521,218
8521,1
8521,0
8521,14
8521,176
8521,52
8022,0
8022,291
8275,1
8275,11
8275,9
8275,129
7957,183
7957,0
7957,24
7957,13
7355,429
7355,9
7355,73
7355,921
7355,0
7355,11
7355,415
7531,0
7531,182
7531,11
7531,9
8328,940
8328,130
8328,419
7576,32
7576,195
7576,198
7576,194
7576,193
8077,32
8077,50
8007,51
8007,0
8007,12
8007,228
7786,30
7786,133
7786,178
7786,1
7786,179
7786,177
7786,114
7786,360
8083,91
8083,79
8083,90
8083,92
8083,277
7502,79
7502,315
7502,120
7502,316
8380,221
8380,79
8380,203
8291,31
8291,244
8291,98
8291,30
8291,32
8291,66
8291,50
8291,208
8008,32
8008,378
8008,154
8441,433
8441,215
8441,482
8441,21
8459,0
8459,151
8500,31
8500,131
8500,50
8500,32
8500,30
8500,208
8500,48
7384,153
7384,0
8527,166
8527,21
8484,45
8484,180
8484,95
8484,30
8484,102
7781,252
7781,30
7781,66
7781,251
7781,130
7781,147
7781,395
7781,53
7781,593
7781,364
7781,58
7781,533
7781,28
7781,383
7781,232
7781,249
7781,27
7781,141
7781,337
7781,248
7781,400
7781,56
7781,139
7781,234
8310,0
8310,319
7796,249
7796,30
7796,250
7796,21
7796,147
7796,449
7796,632
7796,27
7796,58
7493,32
7493,193
7493,206
7493,49
7493,50
7493,48
7493,194
7627,222
7627,80
7627,65
7224,12
7224,0
7375,32
7375,50
7375,195
7375,154
7421,263
7421,1
8416,198
8416,32
8416,194
8416,193
8416,154
7389,33
7389,668
7389,0
8163,30
8163,29
8163,79
8163,149
7232,125
7232,126
7232,429
7232,0
7232,1
8294,91
8294,92
8294,79
8294,90
7883,235
7883,130
7883,28
7883,367
7883,366
7883,234
7593,0
7593,1
7593,263
7593,7
7593,428
8307,442
8307,20
8307,1
8142,51
8142,18
8142,99
8142,0
8142,52
8429,139
8429,27
8429,696
8429,28
8429,413
7566,0
7566,228
7566,10
7566,12
7566,24
7566,13
7532,99
7532,1
7532,2
7532,7
7532,0
7221,71
7221,0
7221,33
7221,74
7221,668
7437,129
7437,9
7437,19
7437,1
7437,11
7440,0
7440,429
7440,59
7440,748
7440,304
7440,225
8188,58
8188,147
8188,286
8188,27
8188,30
8188,146
7466,32
7466,48
7466,50
7391,114
7391,0
7391,113
7391,474
7391,1
8431,255
8431,256
8431,257
8431,398
8431,30
7399,10
7399,12
7399,0
7399,11
7399,214
7399,18
7399,9
7451,193
7451,154
7451,194
7451,173
7451,32
7444,152
7444,0
7444,1
7444,59
7444,240
7444,122
7444,8
7444,11
7444,66
7444,3
7444,125
7444,126
7444,9
7490,66
7490,1
7490,263
7490,152
7839,66
7839,0
7839,60
7839,1
7839,18
7839,152
7839,176
7839,263
7839,122
7247,75
7247,0
7574,28
7574,941
7574,365
7574,107
7574,30
7574,325
7574,283
7574,66
8210,1
8210,20
7966,28
7966,118
7966,301
7966,30
8166,58
8166,184
8166,30
7541,28
7541,491
7541,367
7541,366
8285,504
8285,158
7494,122
7494,0
7368,24
7368,177
7368,3
7368,0
7368,1
7368,179
7368,30
8097,1
8097,20
8097,25
8097,125
8097,126
7308,63
8155,0
8155,12
8032,30
8032,62
8281,80
8281,82
8281,81
8281,65
7768,351
7768,21
7768,354
7768,412
7768,735
7876,21
7876,412
8251,21
8251,39
8251,117
8251,168
8251,41
8251,197
8251,43
8251,418
8460,21
8460,37
8460,39
8460,42
8460,311
7772,292
7772,120
7772,79
8116,32
8116,30
8116,131
8116,195
8116,206
8116,305
7408,73
7408,98
7408,11
7408,28
7408,16
7408,66
7408,437
7408,160
7408,231
7408,877
7408,45
7408,156
7408,365
7408,9
7408,50
7408,30
7408,65
7408,436
7408,109
7408,771
7408,548
7408,158
7408,682
7408,63
7408,32
7408,162
8204,420
8204,28
8204,197
8204,617
8204,21
8204,421
7973,20
7973,416
7973,1
7973,114
8319,100
8319,3
8319,1
7341,221
7341,79
7341,82
7341,81
7341,65
7341,80
7341,220
8261,34
8261,27
8261,164
7871,412
7871,21
7871,351
7871,354
7705,0
7705,13
7705,14
7705,1
7705,18
7705,176
7705,122
8226,66
8226,610
8087,271
8087,0
7398,87
7398,9
7398,18
7398,0
7398,72
7398,129
7398,182
7398,11
7754,32
7754,154
7537,75
7537,6
7537,33
7537,0
7322,0
7322,12
7322,10
7322,24
8084,0
8084,298
8084,268
8084,116
8508,146
8508,30
8508,58
8508,717
7204,9
7204,14
7204,0
7204,8
7204,33
7204,3
7204,74
7204,1
7204,11
8193,0
8193,12
7929,22
7929,1
7929,20
7929,125
7929,126
7929,0
8516,52
8516,18
8516,0
7877,24
7877,3
7877,1
7877,0
7877,25
8102,12
8102,0
8102,10
8102,99
8339,300
8339,248
8339,27
8339,28
8339,254
8339,219
8405,321
8405,30
8405,58
8401,27
8401,447
7453,206
7453,112
7453,32
7453,602
7453,79
7453,670
8055,447
8055,470
8055,66
8055,321
8055,58
8055,456
8055,178
8055,177
8055,30
8055,27
7223,463
7223,849
7223,114
7223,512
7223,508
7223,1
7679,714
7679,161
7450,12
7450,66
7450,10
7450,0
7450,98
7551,3
7551,1
7551,25
7825,30
7825,79
7825,29
7825,149
7249,291
7249,0
7860,0
7860,52
7860,51
7860,24
7860,1
7860,114
7860,122
7261,27
7261,219
7261,337
7261,56
7653,11
7653,13
7653,415
7653,9
7653,0
7653,429
7653,225
7653,839
7653,214
7653,304
7415,48
7415,50
7415,32
8124,228
8124,51
8124,12
8124,0
8124,13
8504,164
8504,27
8504,34
7173,74
7173,1
7173,33
7173,52
7173,125
7173,126
7173,0
7185,634
7185,169
7185,344
7185,11
7185,273
7185,9
7185,0
7200,122
7200,0
7767,50
7767,305
7767,173
7767,32
7767,154
7366,175
7366,0
7681,442
7681,22
7681,1
7681,20
7681,24
7681,304
7681,4
7681,512
7681,0
7292,122
7292,0
7292,490
7941,11
7941,350
7941,16
8051,149
8051,29
8051,112
8051,574
8051,30
8051,79
8400,511
8400,39
8400,37
8461,293
8461,28
8461,186
8035,440
8035,231
8035,493
8035,623
8035,158
8325,229
8325,27
8325,34
8325,246
8325,35
8079,526
8079,45
8079,30
8079,180
8079,942
7188,18
7188,9
7188,72
7188,0
7188,11
7188,226
7188,51
8290,1
8290,398
8290,255
8290,256
8290,257
8290,30
8290,3
7744,0
7744,12
8464,524
8464,18
8464,0
8208,464
8208,1
8208,528
8208,240
8537,0
8537,52
8537,51
7411,117
7411,21
7411,354
7411,296
7787,603
7787,130
7787,30
7787,188
7787,534
7787,27
7787,66
7787,325
7787,535
7787,190
7151,0
7151,176
7151,273
7151,60
8256,99
8256,13
8256,685
8256,0
8256,12
8256,270
8256,114
8256,1
7387,33
7387,497
7387,47
7387,0
7387,404
8455,13
8455,60
8455,176
8455,0
8455,51
7867,198
7867,154
7867,32
7867,206
7867,305
8387,161
7300,9
7300,0
7300,267
7300,1
7300,11
7289,32
7289,242
7289,241
7869,9
7869,0
7869,182
7869,11
7434,34
7434,229
7434,27
7434,630
7434,28
7434,266
7172,125
7172,126
7172,1
7172,132
7172,59
7172,175
7172,0
7257,24
7257,416
7257,245
7257,10
7257,114
7257,0
7257,1
7925,82
7925,65
7925,80
7925,408
7925,81
7847,80
7847,65
7847,544
8004,45
8004,30
8004,108
8004,110
7332,0
7332,114
7332,10
7332,1
7332,416
7332,20
7332,113
7181,1
7181,19
7648,0
7648,228
8220,1
8220,3
8220,0
8220,100
8076,0
8076,12
7799,0
7799,51
7799,52
8045,33
8045,0
8529,12
8529,0
8392,88
8392,91
8392,79
7360,11
7360,9
7360,122
7360,51
7360,0
7649,27
7649,402
7649,302
7649,403
7649,249
7719,30
7719,470
7719,66
7719,177
7719,178
8093,375
8093,73
8093,11
8093,9
7945,30
7945,437
7945,109
7945,45
8115,125
8115,126
8115,1
8526,32
8526,31
7337,223
7337,173
7337,30
7337,65
7337,16
7337,79
7337,331
7337,62
7337,269
7337,80
7337,32
7337,309
7317,66
7317,152
7317,231
7317,224
7317,158
7317,0
7317,1
7317,118
7317,28
8145,294
8145,190
8145,297
8145,261
8145,188
7418,30
7418,255
7418,256
7418,257
7418,455
7418,454
8435,114
8435,1
8435,442
8435,75
8435,0
8096,1
8096,47
8096,290
8096,0
8096,114
7326,602
7326,79
7326,112
7903,688
7903,255
7903,256
7903,257
7903,30
7968,117
7968,21
7780,80
7780,544
7780,309
7780,65
7780,669
7780,81
7780,82
7780,269
8267,0
8267,921
8267,60
8267,429
8267,176
8267,225
8267,338
7170,30
7170,107
7170,101
7170,231
7170,28
7170,158
8486,24
8486,51
8486,0
8486,12
8412,27
8412,251
8465,39
8465,37
8465,511
7990,194
7990,193
7990,50
7990,32
8039,3
8039,100
8039,1
8039,0
7759,158
7759,141
7759,898
7759,28
7720,0
7720,22
7720,228
7720,24
8394,261
8394,188
8394,189
8394,190
8499,153
8499,0
7958,0
7958,12
7958,24
7958,51
7833,491
7833,130
7833,234
7833,366
7833,28
7833,797
7837,11
7837,434
7837,98
7837,66
7837,65
7837,16
7837,365
7837,751
8169,167
8169,166
8169,39
8169,168
8169,818
8169,21
8301,8
8301,0
8301,11
8301,9
8301,122
7683,132
7683,3
7683,1
7683,0
7683,24
7683,4
7683,834
8421,30
8421,939
8421,455
8421,255
8421,256
8421,257
8159,387
8159,386
8159,161
8159,39
8265,5
8265,6
8265,0
7700,506
7700,28
8109,21
8109,167
8109,713
8109,510
7435,0
7435,12
7435,228
7435,10
7435,267
7208,359
7208,161
7166,0
7166,183
7166,47
7893,1
7893,114
7673,14
7673,13
7673,0
7673,3
7673,24
7673,1
7458,0
7458,267
7478,3
7478,1
7478,314
7290,32
7290,154
8244,748
8244,429
8244,304
8244,338
8244,0
7535,32
7535,154
8043,122
8043,152
8043,153
8043,66
8043,99
8043,0
8043,281
8043,18
8043,24
7999,500
7999,30
7999,1
7934,50
7934,32
7592,97
7592,39
7592,66
7592,733
8436,27
8436,556
8436,135
8436,598
8436,557
7616,32
7616,50
8189,303
8189,72
8189,18
8189,11
8189,24
8189,66
8189,98
8189,9
8189,0
7269,16
7269,350
7269,259
7269,104
7269,11
7882,10
7882,0
7882,24
8054,158
8054,440
8054,231
8054,16
7350,0
7350,153
7350,18
7350,932
7584,130
7584,21
7584,412
7584,354
7936,117
7936,21
7936,354
7936,296
7315,9
7315,18
7315,129
7315,0
7315,11
8399,0
8399,47
8399,122
8399,115
7521,291
7521,24
7521,0
7192,3
7192,61
7192,1
7859,28
7859,107
7516,192
7516,261
7516,190
7516,297
7516,294
7516,188
7254,24
7254,3
7254,0
7254,240
7254,1
7254,132
7795,24
7795,0
7795,22
7795,52
8100,140
8100,489
8100,379
8100,255
8100,256
8100,257
8100,30
8100,837
8100,455
8100,28
8100,454
8488,248
8488,28
8488,56
8488,130
8488,27
8488,400
8488,364
7977,55
7977,27
8329,422
8329,27
7347,60
7347,0
7347,1
7347,3
7347,59
7347,24
7347,13
8125,1
8125,132
7463,9
7463,214
7463,11
7549,21
7549,354
7549,243
7549,117
8136,943
8136,79
8136,679
8033,91
8033,90
8033,79
7607,0
7607,33
7731,154
7731,193
7731,206
7731,32
7731,194
7846,46
7846,30
7846,45
7846,108
7225,59
7225,0
7225,122
7225,24
7225,459
7225,13
8298,154
8298,32
8383,27
8383,446
8383,447
7497,1
7497,176
7497,25
7497,352
7497,59
7497,18
7497,13
7497,473
7497,122
7497,114
7497,0
7497,224
8117,1
8117,218
8117,176
8117,0
8384,3
8384,1
8384,621
8384,0
8384,2
8384,5
8384,52
8183,184
8183,58
8183,485
8183,518
8183,30
7978,0
7978,33
8272,10
8272,0
8357,21
8357,39
8357,841
8357,168
8357,215
8413,0
8413,12
7921,107
7921,62
7921,345
7921,30
7921,110
7921,325
7921,28
7921,45
7921,180
7921,108
7865,79
7865,91
7989,161
7989,28
7989,388
7989,389
7464,129
7464,11
7464,9
7464,1
7854,4
7854,1
7854,3
7854,132
7213,249
7213,27
7213,411
7213,250
7950,65
7950,771
7950,18
7950,0
8420,0
8420,338
8420,11
8420,87
8420,9
8420,24
8420,59
8420,267
7880,12
7880,0
7880,24
7880,59
7880,51
7880,228
8167,52
8167,3
8167,51
8167,0
8167,1
8534,99
8534,0
8534,153
8534,338
8534,24
7530,1
7530,240
7530,132
8107,29
8107,30
8311,0
8311,298
7645,206
7645,50
7645,32
8334,121
8334,462
8334,112
8334,79
8334,847
7686,123
7686,30
7686,20
7686,1
8247,158
8247,439
8247,27
8247,449
7404,30
7404,45
7404,110
7404,158
7404,101
7404,62
7404,439
7404,391
8006,293
8006,527
8006,186
8006,28
7954,33
7954,0
7740,152
7740,340
7740,66
7740,1
7740,24
7740,3
7740,22
7740,0
8493,77
8493,79
8493,1
8493,30
8493,25
8493,78
8493,397
7894,0
7894,113
7894,267
7894,1
7894,114
7894,473
7962,573
7962,82
7962,80
7962,65
8295,12
8295,99
8295,228
8295,0
8343,267
8343,74
8343,7
8343,0
8342,1
8342,3
7383,122
7383,0
7383,6
7383,5
7482,28
7482,293
7482,186
8539,52
8539,116
8539,99
8539,18
8539,0
7253,59
7253,86
7253,3
7253,1
7253,0
8137,487
8137,486
8014,25
8014,125
8014,126
8014,1
8338,30
8338,95
8338,45
8338,102
8338,289
8338,800
7431,11
7431,375
7431,9
7393,24
7393,12
7393,228
7393,183
7393,0
8346,59
8346,0
8346,1
7917,0
7917,99
8066,0
8066,263
8066,7
8066,1
8158,586
8158,101
8158,30
7935,12
7935,0
7935,10
8366,66
8366,224
8366,1
8366,98
7285,314
7285,1
7285,3
8396,1
8396,11
8396,17
8396,9
8396,214
8396,19
8286,0
8286,267
8286,52
8286,380
8263,944
8263,418
8263,139
8263,249
8263,27
8263,130
8263,197
8326,30
8326,32
8326,206
8326,131
8326,50
8000,35
8000,164
8000,34
8000,27
8000,529
8000,229
8231,34
8231,164
8231,27
8315,228
8315,12
8315,22
8315,0
7564,1
7564,263
7564,47
7564,0
7956,11
7956,24
7956,72
7956,0
7956,182
7956,9
7930,20
7930,114
7930,1
7930,416
8388,24
8388,0
8388,52
7994,196
7994,197
8376,65
8376,157
8376,945
8376,317
8376,80
8376,220
7529,30
7529,178
7529,177
8221,228
8221,0
8221,428
8221,270
8221,1
7330,1
7330,430
7330,132
7330,0
7330,428
7312,1
7312,132
8510,65
8510,82
8510,80
8510,81
8510,269
7885,27
7885,164
7885,34
7885,246
8213,77
8213,79
8213,112
8213,30
8213,425
7845,22
7845,20
7845,113
7845,114
7845,1
7845,270
7845,0
7726,0
7726,18
7726,122
7171,291
7171,0
7461,50
7461,32
7461,154
7687,1
7687,20
7169,6
7169,18
7169,122
7169,0
7169,5
7169,74
7230,1
7230,0
7230,114
7230,685
7230,12
7230,99
7230,224
8385,26
8385,337
8385,27
8385,447
8047,30
8047,45
8047,108
8047,199
8047,200
8047,110
7628,24
7628,228
7628,0
7628,338
7628,473
7628,12
7628,51
8525,0
8525,122
8525,304
8015,63
8015,359
8015,161
8038,16
8038,43
8038,39
7939,28
7939,186
7939,293
7346,9
7346,11
7346,129
7346,0
7346,18
7858,21
7858,117
7858,351
7858,433
7858,243
8289,723
8289,117
8289,632
8289,21
8289,243
7508,328
7508,329
7508,112
7508,79
7508,327
7508,149
7508,615
7469,9
7469,11
7469,122
7469,129
7469,0
7480,39
7480,97
7480,66
7480,98
7459,659
7459,660
7459,946
7459,158
7459,130
7459,676
7789,12
7789,0
7623,18
7623,0
7623,66
7623,116
7623,152
7622,154
7622,32
7274,154
7274,546
7274,173
7274,79
7274,32
7602,197
7602,326
7602,34
7602,342
7602,196
7602,27
7256,95
7256,28
7256,94
7256,93
7256,30
7256,65
7256,274
7265,75
7265,0
7413,117
7413,243
7413,21
7763,24
7763,240
7763,1
7763,51
7763,0
8019,59
8019,0
7439,66
7439,508
7439,114
7439,132
7439,1
7439,152
7439,365
7538,79
7538,89
7538,91
7538,92
7538,90
7471,24
7471,0
7471,22
7471,86
7654,45
7654,46
7654,30
7654,108
7495,504
7495,158
7495,744
7495,156
7407,176
7407,0
7407,60
7488,12
7488,0
8061,0
8061,12
8271,429
8271,1
8271,270
8271,0
8271,60
8271,390
8271,152
8271,52
8271,304
8271,66
8271,24
8216,197
8216,196
7500,0
7500,9
7500,72
7500,11
7500,18
7500,152
7500,66
7972,249
7972,27
7972,737
7972,145
7739,249
7739,479
7739,449
7739,137
7739,251
7739,28
7739,506
7739,27
7472,184
7472,146
7472,58
7472,110
7472,179
7472,45
7472,147
7472,30
7472,177
7911,0
7911,176
7911,86
7911,60
7911,1
7911,3
7817,30
7817,180
7817,46
7817,45
7817,110
7402,24
7402,0
8803,37
8803,511
8803,41
8803,39
8882,1
8882,3
9522,528
9522,132
9522,240
9522,1
9383,604
9383,27
9383,286
9383,28
9383,30
9383,34
9383,229
9383,58
9383,146
9383,742
8717,240
8717,1
9829,1
9829,3
9829,21
9829,0
9829,25
9829,24
9829,23
8897,305
8897,173
8897,79
8897,546
8897,32
9816,21
9816,23
8548,304
8548,0
8548,169
8548,9
8548,11
8548,10
8770,187
8770,190
8770,192
8770,188
8677,31
8677,32
8677,208
8677,50
8869,11
8869,122
8869,182
8869,1
8869,18
8869,129
8869,63
8869,0
8869,125
8869,126
8869,9
8747,472
8747,642
8747,210
8747,451
8747,191
8747,65
8747,16
8747,80
8747,638
8747,209
8747,79
8747,313
8747,30
8747,112
8550,1
8550,113
8550,151
8550,429
8550,227
8550,225
8550,114
8550,298
8550,0
9356,516
9356,515
9356,30
8813,86
8813,18
8813,1
8813,0
8813,59
8813,4
8595,618
8595,130
8595,762
8595,619
8595,28
8595,620
8595,197
8595,617
8893,0
8893,430
8893,428
8893,1
8893,66
8893,152
8881,30
8881,130
8881,144
8881,356
8881,279
8881,27
9392,59
9392,281
9392,122
9392,63
9392,0
9727,84
9727,0
9985,1
9985,100
9985,3
8800,125
8800,126
8800,1
8800,582
8977,619
8977,196
8977,197
8975,429
8975,0
8975,1
9850,197
9850,418
9869,235
9869,58
9869,447
9869,146
9869,66
9869,27
9869,30
9869,130
9869,286
9869,337
9869,453
9812,267
9812,9
9812,8
9812,11
9812,0
9605,45
9605,30
9605,502
