u,deg_inter
94607,3
94608,1
94609,1
94610,2
94611,1
94612,1
94613,2
94614,2
94615,2
94616,1
94617,1
94618,4
94619,3
94620,1
94621,1
94622,1
94623,7
94624,2
94625,1
94626,1
94627,1
94628,2
94629,2
94630,2
94631,2
94632,1
94633,1
94634,5
94635,1
94636,1
94637,2
94638,3
94639,1
94640,3
94641,1
94642,3
94643,1
94644,1
94645,1
94646,2
94647,1
94648,5
94649,4
94650,1
94651,1
94652,2
94653,1
94654,2
94655,1
94656,5
94657,1
94658,1
94659,2
94660,1
94661,2
94662,1
94663,1
94664,5
94665,2
94666,4
94667,1
94668,1
94669,1
94670,1
94671,1
94672,1
94673,1
94674,1
94675,5
94676,1
94677,1
94678,1
94679,1
94680,2
94681,1
94682,1
94683,1
94684,2
94685,3
94686,7
94687,1
94688,1
94689,1
94690,1
94691,1
94692,1
94693,1
94694,2
94695,1
94696,1
94697,2
94698,7
94699,1
94700,1
94701,1
94702,1
94703,4
94704,1
94705,3
94706,1
94707,1
94708,4
94709,1
94710,3
94711,2
94712,1
94713,1
94714,2
94715,3
94716,1
94717,1
94718,1
94719,1
94720,1
94721,4
94722,1
94723,5
94724,3
94725,5
94726,2
94727,2
94728,2
94729,3
94730,1
94731,1
94732,1
94733,2
94734,2
94735,2
94736,2
94737,1
94738,1
94739,1
94740,3
94741,1
94742,1
94743,1
94744,1
94745,3
94746,1
94747,1
94748,2
94749,1
94750,1
94751,1
94752,1
94753,3
94754,1
94755,1
94756,1
94757,3
94758,4
94759,2
94760,1
94761,1
94762,1
94763,2
94764,6
94765,1
94766,1
94767,3
94768,1
94769,4
94770,1
94771,3
94772,1
94773,2
94774,1
94775,5
94776,5
94777,2
94778,1
94779,1
94780,3
94781,1
94782,1
94783,1
94784,1
94785,2
94786,4
94787,1
94788,1
94789,1
94790,2
94791,1
94792,2
94793,1
94794,5
94795,1
94796,4
94797,1
94798,1
94799,1
94800,2
94801,1
94802,3
94803,1
94804,2
94805,2
94806,1
94807,1
94808,1
94809,10
94810,1
94811,4
94812,1
94813,2
94814,1
94815,2
94816,1
94817,1
94818,2
94819,1
94820,3
94821,1
94822,3
94823,2
94824,1
94825,1
94826,2
94827,1
94828,1
94829,3
94830,1
94831,1
94832,1
94833,1
94834,3
94835,4
94836,3
94837,3
94838,1
94839,1
94840,7
94841,1
94842,1
94843,1
94844,5
94845,2
94846,1
94847,1
94848,2
94849,1
94850,1
94851,1
94852,1
94853,3
94854,2
94855,2
94856,1
94857,1
94858,2
94859,2
94860,2
94861,1
94862,3
94863,1
94864,1
94865,1
94866,1
94867,8
94868,3
94869,1
94870,1
94871,1
94872,4
94873,1
94874,3
94875,1
94876,1
94877,1
94878,17
94879,1
94880,6
94881,1
94882,1
94883,1
94884,2
94885,1
94886,1
94887,1
94888,1
94889,1
94890,1
94891,4
94892,2
94893,1
94894,1
94895,1
94896,4
94897,1
94898,1
94899,5
94900,1
94901,1
94902,1
94903,1
94904,1
94905,3
94906,1
94907,1
94908,1
94909,1
94910,1
94911,1
94912,1
94913,1
94914,1
94915,2
94916,1
94917,7
94918,2
94919,1
94920,4
94921,1
94922,2
94923,1
94924,1
94925,7
94926,1
94927,3
94928,1
94929,1
94930,4
94931,2
94932,1
94933,1
94934,1
94935,2
94936,1
94937,1
94938,1
94939,3
94940,4
94941,1
94942,1
94943,1
94944,2
94945,1
94946,1
94947,2
94948,1
94949,1
94950,3
94951,3
94952,1
94953,1
94954,2
94955,2
94956,1
94957,1
94958,3
94959,6
94960,2
94961,3
94962,1
94963,1
94964,2
94965,1
94966,3
94967,1
94968,20
94969,9
94970,1
94971,1
94972,5
94973,1
94974,4
94975,5
94976,1
94977,2
94978,3
94979,2
94980,2
94981,1
94982,1
94983,3
94984,1
94985,1
94986,1
94987,1
94988,1
94989,2
94990,1
94991,1
94992,1
94993,1
94994,3
94995,1
94996,5
94997,1
94998,1
94999,1
95000,2
95001,2
95002,1
95003,5
95004,1
95005,1
95006,2
95007,3
95008,1
95009,3
95010,2
95011,1
95012,1
95013,1
95014,1
95015,1
95016,3
95017,3
95018,3
95019,7
95020,2
95021,2
95022,5
95023,1
95024,2
95025,2
95026,1
95027,2
95028,3
95029,1
95030,3
95031,1
95032,1
95033,1
95034,3
95035,1
95036,1
95037,2
95038,2
95039,1
95040,1
95041,1
95042,1
95043,1
95044,3
95045,3
95046,2
95047,1
95048,1
95049,1
95050,2
95051,2
95052,1
95053,2
95054,1
95055,5
95056,1
95057,1
95058,1
95059,1
95060,2
95061,1
95062,1
95063,1
95064,2
95065,1
95066,1
95067,2
95068,1
95069,4
95070,3
95071,1
95072,1
95073,1
95074,10
95075,9
95076,2
95077,2
95078,2
95079,2
95080,1
95081,1
95082,1
95083,1
95084,1
95085,1
95086,1
95087,2
95088,1
95089,1
95090,1
95091,3
95092,2
95093,5
95094,2
95095,1
95096,5
95097,1
95098,1
95099,1
95100,3
95101,2
95102,1
95103,2
95104,1
95105,11
95106,1
95107,2
95108,1
95109,1
95110,2
95111,2
95112,1
95113,5
95114,1
95115,1
95116,3
95117,2
95118,3
95119,1
95120,3
95121,1
95122,1
95123,2
95124,1
95125,2
95126,1
95127,1
95128,1
95129,1
95130,1
95131,1
95132,1
95133,1
95134,2
95135,1
95136,2
95137,1
95138,2
95139,2
95140,1
95141,1
95142,1
95143,12
95144,1
95145,1
95146,3
95147,2
95148,3
95149,1
95150,2
95151,1
95152,2
95153,1
95154,1
95155,1
95156,2
95157,1
95158,2
95159,1
95160,1
95161,1
95162,2
95163,4
95164,1
95165,2
95166,1
95167,2
95168,2
95169,2
95170,1
95171,4
95172,1
95173,2
95174,1
95175,1
95176,6
95177,1
95178,1
95179,1
95180,1
95181,1
95182,1
95183,1
95184,1
95185,1
95186,3
95187,3
95188,1
95189,1
95190,1
95191,3
95192,2
95193,1
95194,2
95195,1
95196,2
95197,9
95198,2
95199,1
95200,3
95201,1
95202,1
95203,6
95204,2
95205,3
95206,4
95207,2
95208,2
95209,1
95210,1
95211,1
95212,1
95213,5
95214,1
95215,1
95216,1
95217,1
95218,1
95219,2
95220,1
95221,1
95222,1
95223,1
95224,2
95225,1
95226,1
95227,1
95228,2
95229,4
95230,3
95231,1
95232,1
95233,1
95234,2
95235,4
95236,4
95237,1
95238,1
95239,2
95240,5
95241,1
95242,2
95243,1
95244,5
95245,1
95246,10
95247,1
95248,1
95249,2
95250,1
95251,1
95252,7
95253,1
95254,1
95255,1
95256,1
95257,1
95258,1
95259,2
95260,2
95261,1
95262,2
95263,1
95264,1
95265,1
95266,1
95267,6
95268,1
95269,3
95270,2
95271,2
95272,1
95273,4
95274,3
95275,7
95276,1
95277,1
95278,1
95279,2
95280,1
95281,1
95282,6
95283,2
95284,2
95285,2
95286,1
95287,4
95288,1
95289,1
95290,1
95291,3
95292,1
95293,1
95294,3
95295,3
95296,1
95297,1
95298,1
95299,3
95300,3
95301,2
95302,3
95303,3
95304,4
95305,2
95306,2
95307,2
95308,1
95309,1
95310,1
95311,1
95312,1
95313,1
95314,1
95315,1
95316,1
95317,2
95318,2
95319,3
95320,1
95321,2
95322,1
95323,2
95324,2
95325,1
95326,1
95327,2
95328,1
95329,4
95330,3
95331,5
95332,1
95333,3
95334,2
95335,1
95336,1
95337,5
95338,1
95339,1
95340,3
95341,1
95342,1
95343,1
95344,2
95345,1
95346,1
95347,1
95348,3
95349,4
95350,1
95351,1
95352,4
95353,1
95354,1
95355,2
95356,2
95357,5
95358,5
95359,1
95360,7
95361,2
95362,1
95363,4
95364,1
95365,1
95366,1
95367,1
95368,4
95369,1
95370,1
95371,1
95372,2
95373,1
95374,2
95375,2
95376,1
95377,2
95378,2
95379,1
95380,1
95381,1
95382,1
95383,3
95384,1
95385,3
95386,1
95387,1
95388,2
95389,1
95390,1
95391,1
95392,1
95393,1
95394,2
95395,1
95396,1
95397,1
95398,2
95399,3
95400,1
95401,4
95402,1
95403,4
95404,2
95405,10
95406,1
95407,1
95408,2
95409,3
95410,1
95411,1
95412,1
95413,1
95414,1
95415,2
95416,1
95417,1
95418,2
95419,1
95420,3
95421,1
95422,1
95423,2
95424,1
95425,1
95426,1
95427,1
95428,3
95429,1
95430,1
95431,6
95432,4
95433,2
95434,1
95435,1
95436,1
95437,7
95438,1
95439,2
95440,1
95441,1
95442,5
95443,2
95444,1
95445,1
95446,1
95447,1
95448,1
95449,3
95450,1
95451,1
95452,2
95453,1
95454,6
95455,1
95456,3
95457,1
95458,1
95459,3
95460,1
95461,1
95462,1
95463,2
95464,1
95465,2
95466,1
95467,1
95468,1
95469,1
95470,2
95471,1
95472,4
95473,2
95474,1
95475,1
95476,1
95477,5
95478,1
95479,1
95480,2
95481,1
95482,1
95483,1
95484,1
95485,1
95486,7
95487,1
95488,1
95489,3
95490,11
95491,1
95492,1
95493,1
95494,1
95495,8
95496,1
95497,6
95498,2
95499,1
95500,3
95501,1
95502,1
95503,4
95504,1
95505,3
95506,1
95507,1
95508,2
95509,2
95510,1
95511,4
95512,1
95513,1
95514,1
95515,1
95516,1
95517,1
95518,1
95519,1
95520,3
95521,1
95522,1
95523,1
95524,2
95525,1
95526,1
95527,1
95528,1
95529,5
95530,3
95531,1
95532,1
95533,3
95534,1
95535,1
95536,1
95537,1
95538,1
95539,4
95540,1
95541,2
95542,1
95543,1
95544,2
95545,2
95546,1
95547,4
95548,3
95549,4
95550,2
95551,1
95552,3
95553,5
95554,1
95555,2
95556,1
95557,1
95558,1
95559,1
95560,1
95561,1
95562,1
95563,4
95564,1
95565,1
95566,1
95567,1
95568,1
95569,1
95570,1
95571,1
95572,3
95573,2
95574,2
95575,4
95576,1
95577,5
95578,2
95579,2
95580,1
95581,1
95582,1
95583,1
95584,2
95585,1
95586,1
95587,1
95588,1
95589,3
95590,1
95591,3
95592,3
95593,2
95594,1
95595,1
95596,1
95597,2
95598,4
95599,2
95600,1
95601,1
95602,1
95603,2
95604,1
95605,1
95606,1
95607,4
95608,2
95609,3
95610,3
95611,1
95612,1
95613,1
95614,1
95615,1
95616,3
95617,2
95618,1
95619,1
95620,1
95621,2
95622,1
95623,1
95624,1
95625,1
95626,2
95627,11
95628,3
95629,4
95630,5
95631,2
95632,11
95633,1
95634,1
95635,4
95636,1
95637,2
95638,1
95639,1
95640,2
95641,1
95642,3
95643,1
95644,1
95645,2
95646,2
95647,2
95648,1
95649,2
95650,6
95651,2
95652,2
95653,2
95654,3
95655,7
95656,1
95657,1
95658,3
95659,2
95660,1
95661,3
95662,1
95663,1
95664,1
95665,1
95666,1
95667,1
95668,4
95669,1
95670,1
95671,6
95672,1
95673,2
95674,1
95675,1
95676,7
95677,2
95678,1
95679,1
95680,1
95681,1
95682,1
95683,1
95684,1
95685,1
95686,2
95687,1
95688,3
95689,5
95690,1
95691,1
95692,1
95693,1
95694,3
95695,1
95696,3
95697,2
95698,5
95699,3
95700,2
95701,1
95702,1
95703,1
95704,2
95705,1
95706,2
95707,1
95708,1
95709,1
95710,2
95711,1
95712,1
95713,2
95714,1
95715,1
95716,1
95717,1
95718,1
95719,3
95720,1
95721,1
95722,1
95723,1
95724,7
95725,1
95726,4
95727,1
95728,1
95729,2
95730,1
95731,1
95732,1
95733,1
95734,1
95735,2
95736,3
95737,1
95738,3
95739,1
95740,1
95741,3
95742,1
95743,2
95744,3
95745,1
95746,1
95747,1
95748,1
95749,2
95750,1
95751,1
95752,1
95753,2
95754,1
95755,2
95756,3
95757,2
95758,3
95759,2
95760,2
95761,3
95762,5
95763,1
95764,1
95765,3
95766,4
95767,1
95768,1
95769,1
95770,1
95771,1
95772,1
95773,1
95774,1
95775,1
95776,1
95777,1
95778,1
95779,1
95780,2
95781,1
95782,1
95783,1
95784,1
95785,3
95786,1
95787,1
95788,1
95789,1
95790,2
95791,1
95792,1
95793,3
95794,1
95795,1
95796,1
95797,1
95798,1
95799,2
95800,3
95801,1
95802,1
95803,1
95804,1
95805,1
95806,1
95807,1
95808,1
95809,6
95810,1
95811,1
95812,1
95813,5
95814,2
95815,3
95816,4
95817,1
95818,1
95819,4
95820,3
95821,2
95822,3
95823,2
95824,9
95825,1
95826,1
95827,2
95828,1
95829,2
95830,1
95831,1
95832,2
95833,1
95834,1
95835,1
95836,1
95837,1
95838,1
95839,2
95840,1
95841,1
95842,1
95843,1
95844,1
95845,1
95846,1
95847,1
95848,7
95849,1
95850,2
95851,1
95852,1
95853,1
95854,1
95855,1
95856,1
95857,4
95858,2
95859,1
95860,1
95861,2
95862,1
95863,1
95864,1
95865,1
95866,3
95867,1
95868,2
95869,3
95870,2
95871,6
95872,2
95873,5
95874,2
95875,1
95876,2
95877,2
95878,2
95879,3
95880,1
95881,3
95882,1
95883,1
95884,1
95885,1
95886,1
95887,1
95888,1
95889,1
95890,1
95891,2
95892,3
95893,3
95894,5
95895,1
95896,1
95897,2
95898,1
95899,1
95900,1
95901,1
95902,1
95903,3
95904,2
95905,3
95906,1
95907,1
95908,1
95909,1
95910,1
95911,1
95912,2
95913,1
95914,1
95915,1
95916,7
95917,1
95918,2
95919,1
95920,3
95921,1
95922,1
95923,2
95924,1
95925,4
95926,2
95927,2
95928,1
95929,1
95930,1
95931,1
95932,1
95933,1
95934,2
95935,1
95936,1
95937,1
95938,1
95939,1
95940,3
95941,7
95942,1
95943,3
95944,1
95945,1
95946,1
95947,1
95948,1
95949,3
95950,1
95951,1
95952,3
95953,4
95954,2
95955,2
95956,2
95957,1
95958,2
95959,4
95960,2
95961,1
95962,2
95963,1
95964,4
95965,1
95966,2
95967,1
95968,1
95969,1
95970,1
95971,1
95972,6
95973,2
95974,3
95975,2
95976,2
95977,1
95978,7
95979,1
95980,2
95981,3
95982,1
95983,3
95984,1
95985,2
95986,1
95987,1
95988,2
95989,1
95990,2
95991,1
95992,2
95993,3
95994,3
95995,5
95996,1
95997,2
95998,1
95999,1
96000,2
96001,1
96002,2
96003,3
96004,2
96005,4
96006,1
96007,2
96008,4
96009,2
96010,1
96011,1
96012,1
96013,3
96014,2
96015,1
96016,1
96017,2
96018,3
96019,1
96020,1
96021,2
96022,1
96023,4
96024,1
96025,1
96026,1
96027,1
96028,2
96029,1
96030,1
96031,1
96032,4
96033,1
96034,1
96035,2
96036,3
96037,1
96038,1
96039,1
96040,1
96041,1
96042,2
96043,1
96044,2
96045,2
96046,1
96047,1
96048,3
96049,5
96050,2
96051,1
96052,1
96053,1
96054,1
96055,1
96056,1
96057,1
96058,3
96059,3
96060,6
96061,1
96062,1
96063,1
96064,1
96065,2
96066,1
96067,1
96068,2
96069,1
96070,2
96071,1
96072,1
96073,2
96074,3
96075,1
96076,3
96077,1
96078,3
96079,1
96080,3
96081,2
96082,1
96083,1
96084,4
96085,1
96086,1
96087,1
96088,4
96089,2
96090,3
96091,1
96092,1
96093,1
96094,1
96095,1
96096,1
96097,3
96098,2
96099,2
96100,1
96101,2
96102,2
96103,1
96104,2
96105,1
96106,3
96107,2
96108,1
96109,1
96110,1
96111,1
96112,1
96113,2
96114,1
96115,1
96116,2
96117,1
96118,1
96119,1
96120,2
96121,1
96122,1
96123,1
96124,1
96125,1
96126,5
96127,1
96128,2
96129,2
96130,1
96131,2
96132,1
96133,3
96134,1
96135,1
96136,1
96137,1
96138,1
96139,1
96140,1
96141,2
96142,1
96143,3
96144,1
96145,1
96146,3
96147,1
96148,1
96149,1
96150,1
96151,1
96152,1
96153,2
96154,1
96155,4
96156,1
96157,2
96158,1
96159,2
96160,4
96161,3
96162,8
96163,1
96164,1
96165,1
96166,2
96167,3
96168,1
96169,1
96170,1
96171,1
96172,6
96173,7
96174,2
96175,3
96176,3
96177,3
96178,1
96179,1
96180,3
96181,1
96182,5
96183,2
96184,1
96185,4
96186,2
96187,1
96188,2
96189,3
96190,4
96191,1
96192,2
96193,1
96194,2
96195,2
96196,1
96197,1
96198,1
96199,1
96200,1
96201,1
96202,1
96203,2
96204,1
96205,1
96206,6
96207,1
96208,3
96209,5
96210,6
96211,1
96212,1
96213,2
96214,1
96215,2
96216,1
96217,2
96218,1
96219,1
96220,1
96221,1
96222,3
96223,4
96224,6
96225,1
96226,2
96227,1
96228,1
96229,1
96230,2
96231,1
96232,5
96233,1
96234,2
96235,1
96236,3
96237,1
96238,1
96239,9
96240,2
96241,1
96242,2
96243,1
96244,4
96245,1
96246,1
96247,6
96248,1
96249,2
96250,1
96251,1
96252,1
96253,6
96254,3
96255,1
96256,1
96257,6
96258,1
96259,1
96260,3
96261,2
96262,1
96263,1
96264,2
96265,2
96266,1
96267,1
96268,1
96269,2
96270,7
96271,2
96272,2
96273,1
96274,4
96275,1
96276,1
96277,1
96278,3
96279,2
96280,2
96281,1
96282,2
96283,1
96284,2
96285,1
96286,2
96287,1
96288,3
96289,4
96290,1
96291,1
96292,1
96293,5
96294,1
96295,1
96296,1
96297,2
96298,1
96299,1
96300,3
96301,1
96302,1
96303,1
96304,1
96305,1
96306,1
96307,2
96308,3
96309,3
96310,1
96311,2
96312,2
96313,1
96314,1
96315,1
96316,1
96317,1
96318,1
96319,3
96320,1
96321,1
96322,1
96323,2
96324,2
96325,7
96326,1
96327,1
96328,1
96329,1
96330,1
96331,1
96332,1
96333,1
96334,2
96335,2
96336,1
96337,1
96338,1
96339,1
96340,1
96341,1
96342,2
96343,1
96344,4
96345,1
96346,1
96347,2
96348,1
96349,1
96350,1
96351,1
96352,1
96353,3
96354,1
96355,1
96356,1
96357,2
96358,1
96359,1
96360,1
96361,1
96362,11
96363,1
96364,1
96365,1
96366,1
96367,1
96368,1
96369,1
96370,2
96371,1
96372,3
96373,1
96374,1
96375,1
96376,2
96377,1
96378,1
96379,1
96380,1
96381,1
96382,3
96383,2
96384,1
96385,6
96386,1
96387,5
96388,1
96389,2
96390,1
96391,3
96392,2
96393,2
96394,3
96395,1
96396,1
96397,2
96398,1
96399,1
96400,2
96401,1
96402,1
96403,1
96404,1
96405,1
96406,1
96407,1
96408,1
96409,1
96410,5
96411,1
96412,1
96413,3
96414,1
96415,1
96416,1
96417,1
96418,1
96419,1
96420,4
96421,1
96422,1
96423,3
96424,1
96425,1
96426,1
96427,1
96428,2
96429,3
96430,1
96431,3
96432,1
96433,1
96434,1
96435,1
96436,2
96437,3
96438,3
96439,1
96440,1
96441,1
96442,1
96443,1
96444,4
96445,2
96446,4
96447,1
96448,1
96449,1
96450,2
96451,1
96452,1
96453,2
96454,1
96455,1
96456,1
96457,1
96458,2
96459,2
96460,2
96461,4
96462,1
96463,1
96464,1
96465,3
96466,1
96467,1
96468,1
96469,2
96470,1
96471,1
96472,3
96473,1
96474,2
96475,2
96476,1
96477,1
96478,3
96479,1
96480,2
96481,2
96482,1
96483,1
96484,3
96485,2
96486,1
96487,1
96488,1
96489,2
96490,5
96491,2
96492,5
96493,3
96494,1
96495,1
96496,1
96497,2
96498,2
96499,1
96500,2
96501,1
96502,6
96503,1
96504,1
96505,1
96506,1
96507,1
96508,3
96509,3
96510,1
96511,1
96512,4
96513,1
96514,2
96515,1
96516,1
96517,2
96518,2
96519,1
96520,1
96521,1
96522,1
96523,10
96524,1
96525,1
96526,1
96527,1
96528,1
96529,3
96530,3
96531,2
96532,3
96533,1
96534,1
96535,1
96536,1
96537,2
96538,1
96539,2
96540,1
96541,2
96542,1
96543,1
96544,5
96545,6
96546,7
96547,1
96548,1
96549,1
96550,2
96551,3
96552,8
96553,1
96554,1
96555,5
96556,1
96557,1
96558,1
96559,1
96560,1
96561,1
96562,4
96563,1
96564,5
96565,5
96566,1
96567,1
96568,1
96569,1
96570,2
96571,1
96572,2
96573,1
96574,1
96575,2
96576,1
96577,3
96578,2
96579,1
96580,1
96581,1
96582,1
96583,1
96584,1
96585,1
96586,2
96587,1
96588,3
96589,1
96590,1
96591,1
96592,1
96593,1
96594,2
96595,7
96596,1
96597,4
96598,1
96599,1
96600,2
96601,1
96602,1
96603,1
96604,1
96605,1
96606,1
96607,2
96608,1
96609,1
96610,1
96611,5
96612,6
96613,1
96614,1
96615,1
96616,6
96617,3
96618,3
96619,3
96620,2
96621,4
96622,8
96623,5
96624,1
96625,1
96626,5
96627,1
96628,1
96629,4
96630,1
96631,1
96632,3
96633,1
96634,1
96635,1
96636,2
96637,1
96638,1
96639,1
96640,1
96641,1
96642,2
96643,5
96644,2
96645,1
96646,1
96647,1
96648,2
96649,1
96650,1
96651,1
96652,2
96653,2
96654,1
96655,1
96656,1
96657,5
96658,2
96659,2
96660,1
96661,1
96662,1
96663,2
96664,1
96665,2
96666,3
96667,1
96668,2
96669,1
96670,4
96671,1
96672,1
96673,1
96674,1
96675,1
96676,1
96677,4
96678,2
96679,1
96680,1
96681,1
96682,1
96683,1
96684,1
96685,1
96686,2
96687,2
96688,1
96689,3
96690,13
96691,1
96692,7
96693,3
96694,2
96695,2
96696,5
96697,1
96698,2
96699,1
96700,1
96701,4
96702,2
96703,2
96704,2
96705,1
96706,1
96707,1
96708,1
96709,1
96710,1
96711,1
96712,1
96713,1
96714,1
96715,1
96716,1
96717,6
96718,1
96719,1
96720,2
96721,1
96722,1
96723,3
96724,1
96725,3
96726,1
96727,1
96728,5
96729,3
96730,2
96731,3
96732,1
96733,1
96734,3
96735,1
96736,3
96737,2
96738,2
96739,2
96740,2
96741,1
96742,1
96743,2
96744,1
96745,1
96746,2
96747,3
96748,2
96749,5
96750,1
96751,1
96752,1
96753,1
96754,1
96755,1
96756,3
96757,1
96758,3
96759,1
96760,1
96761,2
96762,1
96763,1
96764,3
96765,1
96766,1
96767,1
96768,4
96769,2
96770,1
96771,4
96772,2
96773,1
96774,3
96775,1
96776,1
96777,1
96778,1
96779,2
96780,1
96781,5
96782,2
96783,2
96784,1
96785,3
96786,2
96787,1
96788,1
96789,2
96790,3
96791,1
96792,2
96793,1
96794,1
96795,3
96796,1
96797,3
96798,1
96799,5
96800,3
96801,3
96802,1
96803,1
96804,2
96805,2
96806,1
96807,1
96808,3
96809,2
96810,4
96811,1
96812,2
96813,2
96814,1
96815,3
96816,1
96817,1
96818,1
96819,1
96820,2
96821,1
96822,1
96823,1
96824,1
96825,6
96826,1
96827,1
96828,2
96829,1
96830,4
96831,1
96832,3
96833,4
96834,1
96835,1
96836,1
96837,1
96838,1
96839,2
96840,1
96841,2
96842,1
96843,1
96844,4
96845,1
96846,1
96847,2
96848,1
96849,1
96850,1
96851,1
96852,3
96853,1
96854,1
96855,2
96856,1
96857,1
96858,1
96859,1
96860,1
96861,1
96862,1
96863,1
96864,2
96865,1
96866,1
96867,2
96868,1
96869,2
96870,6
96871,2
96872,6
96873,1
96874,1
96875,1
96876,2
96877,2
96878,1
96879,4
96880,1
96881,2
96882,3
96883,1
96884,13
96885,1
96886,4
96887,1
96888,2
96889,1
96890,3
96891,4
96892,1
96893,1
96894,1
96895,1
96896,2
96897,1
96898,1
96899,2
96900,1
96901,1
96902,1
96903,1
96904,1
96905,4
96906,2
96907,3
96908,2
96909,1
96910,1
96911,6
96912,1
96913,2
96914,1
96915,1
96916,1
96917,3
96918,2
96919,2
96920,1
96921,1
96922,1
96923,3
96924,2
96925,1
96926,2
96927,1
96928,1
96929,1
96930,1
96931,2
96932,1
96933,1
96934,1
96935,1
96936,2
96937,1
96938,2
96939,1
96940,2
96941,1
96942,3
96943,2
96944,3
96945,2
96946,2
96947,1
96948,1
96949,8
96950,1
96951,1
96952,3
96953,1
96954,1
96955,3
96956,5
96957,2
96958,1
96959,3
96960,2
96961,1
96962,1
96963,2
96964,1
96965,1
96966,1
96967,1
96968,2
96969,1
96970,1
96971,2
96972,1
96973,2
96974,1
96975,1
96976,7
96977,2
96978,3
96979,1
96980,1
96981,1
96982,1
96983,1
96984,1
96985,11
96986,1
96987,3
96988,3
96989,1
96990,2
96991,1
96992,1
96993,1
96994,4
96995,3
96996,1
96997,1
96998,1
96999,1
97000,2
97001,1
97002,1
97003,1
97004,1
97005,1
97006,6
97007,1
97008,1
97009,1
97010,2
97011,4
97012,1
97013,1
97014,6
97015,1
97016,1
97017,1
97018,5
97019,1
97020,2
97021,2
97022,1
97023,1
97024,2
97025,1
97026,2
97027,3
97028,1
97029,2
97030,2
97031,1
97032,1
97033,1
97034,1
97035,1
97036,4
97037,2
97038,1
97039,2
97040,1
97041,1
97042,1
97043,2
97044,1
97045,3
97046,1
97047,1
97048,2
97049,2
97050,2
97051,1
97052,1
97053,3
97054,1
97055,3
97056,1
97057,2
97058,1
97059,1
97060,2
97061,1
97062,3
97063,1
97064,1
97065,1
97066,1
97067,2
97068,1
97069,1
97070,1
97071,1
97072,2
97073,1
97074,2
97075,1
97076,1
97077,1
97078,1
97079,1
97080,1
97081,1
97082,2
97083,1
97084,1
97085,3
97086,2
97087,1
97088,1
97089,1
97090,2
97091,4
97092,2
97093,1
97094,1
97095,2
97096,1
97097,1
97098,1
97099,1
97100,1
97101,2
97102,1
97103,1
97104,1
97105,2
97106,1
97107,4
97108,2
97109,2
97110,1
97111,2
97112,2
97113,3
97114,2
97115,1
97116,6
97117,1
97118,2
97119,1
97120,1
97121,1
97122,1
97123,1
97124,1
97125,1
97126,1
97127,2
97128,1
97129,1
97130,1
97131,1
97132,1
97133,3
97134,3
97135,1
97136,2
97137,2
97138,1
97139,2
97140,1
97141,1
97142,1
97143,1
97144,2
97145,1
97146,1
97147,3
97148,1
97149,4
97150,2
97151,1
97152,2
97153,1
97154,1
97155,5
97156,1
97157,3
97158,1
97159,4
97160,3
97161,1
97162,2
97163,1
97164,1
97165,7
97166,2
97167,1
97168,1
97169,2
97170,2
97171,1
97172,1
97173,1
97174,3
97175,1
97176,1
97177,1
97178,1
97179,1
97180,2
97181,3
97182,1
97183,1
97184,2
97185,1
97186,1
97187,2
97188,3
97189,2
97190,3
97191,2
97192,1
97193,3
97194,1
97195,1
97196,3
97197,1
97198,1
97199,1
97200,1
97201,1
97202,2
97203,1
97204,1
97205,3
97206,1
97207,2
97208,3
97209,2
97210,1
97211,1
97212,1
97213,1
97214,2
97215,1
97216,2
97217,3
97218,1
97219,1
97220,2
97221,1
97222,1
97223,1
97224,1
97225,1
97226,1
97227,1
97228,5
97229,1
97230,2
97231,1
97232,7
97233,1
97234,1
97235,1
97236,1
97237,1
97238,1
97239,1
97240,1
97241,1
97242,1
97243,6
97244,1
97245,1
97246,10
97247,2
97248,5
97249,1
97250,1
97251,1
97252,1
97253,1
97254,4
97255,4
97256,1
97257,3
97258,2
97259,1
97260,1
97261,1
97262,1
97263,2
97264,1
97265,1
97266,9
97267,1
97268,1
97269,1
97270,1
97271,1
97272,1
97273,4
97274,1
97275,1
97276,2
97277,1
97278,1
97279,5
97280,1
97281,1
97282,1
97283,2
97284,5
97285,1
97286,1
97287,2
97288,1
97289,1
97290,5
97291,1
97292,1
97293,1
97294,1
97295,1
97296,4
97297,1
97298,1
97299,1
97300,1
97301,1
97302,2
97303,5
97304,1
97305,1
97306,1
97307,1
97308,1
97309,3
97310,1
97311,4
97312,2
97313,1
97314,3
97315,1
97316,1
97317,1
97318,4
97319,1
97320,3
97321,1
97322,7
97323,1
97324,1
97325,2
97326,1
97327,1
97328,1
97329,1
97330,1
97331,1
97332,1
97333,3
97334,1
97335,1
97336,1
97337,1
97338,1
97339,1
97340,1
97341,1
97342,1
97343,1
97344,1
97345,1
97346,1
97347,2
97348,1
97349,2
97350,1
97351,3
97352,4
97353,1
97354,1
97355,2
97356,2
97357,1
97358,1
97359,1
97360,3
97361,1
97362,1
97363,2
97364,1
97365,3
97366,1
97367,2
97368,5
97369,2
97370,2
97371,1
97372,1
97373,1
97374,2
97375,1
97376,1
97377,1
97378,3
97379,1
97380,7
97381,1
97382,1
97383,2
97384,1
97385,1
97386,2
97387,3
97388,1
97389,1
97390,1
97391,3
97392,2
97393,3
97394,2
97395,3
97396,3
97397,2
97398,2
97399,2
97400,1
97401,1
97402,1
97403,1
97404,2
