i,deg_inter
5791,190
5792,144
5793,93
5794,35
5795,558
5796,102
5797,18
5798,60
5799,405
5800,391
5801,5
5802,91
5803,46
5804,209
5805,118
5806,352
5807,50
5808,61
5809,192
5810,66
5811,130
5812,286
5813,61
5814,93
5815,746
5816,22
5817,139
5818,16
5819,62
5820,35
5821,421
5822,574
5823,133
5824,350
5825,386
5826,136
5827,313
5828,19
5829,85
5830,114
5831,87
5832,36
5833,112
5834,481
5835,6
5836,7
5837,43
5838,54
5839,163
5840,175
5841,26
5842,233
5843,315
5844,31
5845,69
5846,54
5847,105
5848,105
5849,232
5850,8
5851,8
5852,183
5853,117
5854,43
5855,116
5856,37
5857,191
5858,41
5859,629
5860,40
5861,41
5862,387
5863,25
5864,231
5865,309
5866,102
5867,24
5868,46
5869,118
5870,254
5871,716
5872,72
5873,101
5874,455
5875,7
5876,100
5877,107
5878,11
5879,5
5880,234
5881,94
5882,92
5883,10
5884,31
5885,17
5886,33
5887,18
5888,66
5889,81
5890,38
5891,28
5892,343
5893,368
5894,13
5895,64
5896,4
5897,197
5898,190
5899,9
5900,90
5901,116
5902,31
5903,90
5904,100
5905,135
5906,15
5907,9
5908,106
5909,331
5910,68
5911,32
5912,50
5913,9
5914,245
5915,69
5916,18
5917,50
5918,35
5919,5
5920,91
5921,100
5922,360
5923,6
5924,111
5925,174
5926,136
5927,40
5928,24
5929,20
5930,81
5931,12
5932,32
5933,44
5934,133
5935,84
5936,159
5937,131
5938,8
5939,16
5940,47
5941,86
5942,30
5943,5
5944,22
5945,76
5946,54
5947,33
5948,22
5949,31
5950,131
5951,133
5952,2
5953,49
5954,56
5955,68
5956,12
5957,17
5958,33
5959,111
5960,128
5961,347
5962,20
5963,57
5964,81
5965,7
5966,14
5967,34
5968,147
5969,86
5970,15
5971,103
5972,5
5973,39
5974,15
5975,5
5976,124
5977,95
5978,119
5979,43
5980,58
5981,11
5982,27
5983,83
5984,28
5985,215
5986,4
5987,84
5988,50
5989,106
5990,20
5991,67
5992,7
5993,9
5994,23
5995,109
5996,14
5997,140
5998,58
5999,107
6000,3
6001,24
6002,51
6003,16
6004,10
6005,8
6006,31
6007,22
6008,15
6009,337
6010,19
6011,26
6012,55
6013,29
6014,48
6015,116
6016,68
6017,110
6018,80
6019,29
6020,106
6021,5
6022,30
6023,37
6024,19
6025,133
6026,22
6027,311
6028,85
6029,51
6030,29
6031,188
6032,25
6033,33
6034,11
6035,22
6036,36
6037,9
6038,73
6039,8
6040,7
6041,98
6042,44
6043,34
6044,64
6045,31
6046,36
6047,79
6048,17
6049,16
6050,113
6051,36
6052,7
6053,37
6054,25
6055,16
6056,57
6057,28
6058,4
6059,28
6060,65
6061,98
6062,191
6063,40
6064,35
6065,16
6066,95
6067,47
6068,30
6069,27
6070,8
6071,116
6072,96
6073,87
6074,187
6075,4
6076,10
6077,28
6078,9
6079,25
6080,23
6081,25
6082,102
6083,40
6084,20
6085,48
6086,17
6087,48
6088,32
6089,25
6090,52
6091,41
6092,41
6093,178
6094,51
6095,39
6096,25
6097,29
6098,63
6099,13
6100,74
6101,15
6102,40
6103,36
6104,41
6105,14
6106,5
6107,11
6108,33
6109,15
6110,54
6111,80
6112,3
6113,37
6114,10
6115,7
6116,6
6117,81
6118,32
6119,81
6120,13
6121,3
6122,7
6123,136
6124,15
6125,18
6126,42
6127,6
6128,23
6129,39
6130,67
6131,7
6132,15
6133,135
6134,6
6135,7
6136,4
6137,122
6138,14
6139,11
6140,25
6141,45
6142,11
6143,5
6144,25
6145,3
6146,7
6147,21
6148,25
6149,7
6150,38
6151,24
6152,26
6153,8
6154,12
6155,43
6156,115
6157,9
6158,186
6159,8
6160,21
6161,29
6162,10
6163,17
6164,74
6165,17
6166,7
6167,24
6168,29
6169,42
6170,9
6171,5
6172,4
6173,34
6174,14
6175,20
6176,42
6177,42
6178,12
6179,4
6180,19
6181,6
6182,21
6183,10
6184,43
6185,124
6186,41
6187,16
6188,53
6189,9
6190,5
6191,41
6192,40
6193,21
6194,20
6195,149
6196,8
6197,30
6198,18
6199,18
6200,13
6201,22
6202,6
6203,9
6204,29
6205,14
6206,7
6207,59
6208,5
6209,7
6210,41
6211,80
6212,54
6213,7
6214,117
6215,8
6216,4
6217,31
6218,11
6219,9
6220,4
6221,14
6222,22
6223,19
6224,6
6225,8
6226,19
6227,38
6228,40
6229,24
6230,55
6231,48
6232,71
6233,7
6234,28
6235,51
6236,15
6237,5
6238,2
6239,22
6240,6
6241,5
6242,48
6243,5
6244,4
6245,89
6246,5
6247,9
6248,5
6249,46
6250,31
6251,6
6252,44
6253,20
6254,35
6255,2
6256,13
6257,45
6258,3
6259,9
6260,10
6261,27
6262,31
6263,16
6264,46
6265,33
6266,13
6267,24
6268,12
6269,11
6270,20
6271,1
6272,11
6273,51
6274,1
6275,94
6276,50
6277,45
6278,90
6279,14
6280,52
6281,7
6282,7
6283,15
6284,4
6285,16
6286,4
6287,17
6288,31
6289,39
6290,16
6291,6
6292,23
6293,9
6294,5
6295,14
6296,13
6297,11
6298,41
6299,47
6300,8
6301,15
6302,4
6303,17
6304,18
6305,10
6306,2
6307,3
6308,4
6309,21
6310,80
6311,10
6312,5
6313,29
6314,48
6315,27
6316,4
6317,6
6318,75
6319,33
6320,13
6321,21
6322,19
6323,8
6324,26
6325,5
6326,23
6327,33
6328,7
6329,6
6330,5
6331,6
6332,9
6333,25
6334,6
6335,5
6336,24
6337,22
6338,5
6339,8
6340,43
6341,15
6342,18
6343,10
6344,39
6345,33
6346,17
6347,21
6348,33
6349,25
6350,14
6351,13
6352,26
6353,10
6354,4
6355,5
6356,53
6357,26
6358,7
6359,76
6360,4
6361,5
6362,7
6363,19
6364,5
6365,5
6366,54
6367,31
6368,11
6369,4
6370,19
6371,26
6372,28
6373,34
6374,94
6375,4
6376,18
6377,17
6378,40
6379,16
6380,19
6381,7
6382,22
6383,26
6384,14
6385,9
6386,7
6387,11
6388,11
6389,13
6390,2
6391,5
6392,7
6393,4
6394,3
6395,1
6396,11
6397,75
6398,16
6399,38
6400,10
6401,15
6402,14
6403,19
6404,74
6405,4
6406,6
6407,11
6408,16
6409,11
6410,17
6411,14
6412,61
6413,17
6414,13
6415,21
6416,41
6417,56
6418,10
6419,27
6420,11
6421,7
6422,33
6423,8
6424,14
6425,4
6426,3
6427,7
6428,30
6429,12
6430,4
6431,6
6432,41
6433,21
6434,7
6435,18
6436,48
6437,19
6438,7
6439,30
6440,20
6441,16
6442,13
6443,9
6444,19
6445,27
6446,8
6447,9
6448,5
6449,14
6450,10
6451,3
6452,7
6453,9
6454,25
6455,1
6456,6
6457,4
6458,55
6459,16
6460,18
6461,14
6462,16
6463,26
6464,33
6465,21
6466,11
6467,16
6468,3
6469,15
6470,15
6471,3
6472,7
6473,9
6474,23
6475,6
6476,14
6477,5
6478,4
6479,155
6480,42
6481,3
6482,33
6483,5
6484,30
6485,28
6486,2
6487,10
6488,9
6489,8
6490,4
6491,25
6492,15
6493,14
6494,16
6495,6
6496,8
6497,18
6498,22
6499,10
6500,5
6501,19
6502,22
6503,9
6504,37
6505,19
6506,7
6507,8
6508,10
6509,11
6510,12
6511,14
6512,4
6513,19
6514,20
6515,31
6516,3
6517,15
6518,6
6519,9
6520,19
6521,10
6522,14
6523,9
6524,5
6525,6
6526,10
6527,18
6528,32
6529,10
6530,33
6531,6
6532,4
6533,26
6534,3
6535,6
6536,4
6537,15
6538,3
6539,17
6540,11
6541,21
6542,5
6543,7
6544,15
6545,11
6546,7
6547,6
6548,2
6549,5
6550,6
6551,1
6552,32
6553,1
6554,4
6555,25
6556,6
6557,9
6558,11
6559,5
6560,8
6561,7
6562,6
6563,5
6564,11
6565,7
6566,5
6567,5
6568,19
6569,11
6570,7
6571,16
6572,21
6573,18
6574,1
6575,1
6576,6
6577,7
6578,7
6579,2
6580,16
6581,11
6582,9
6583,24
6584,12
6585,5
6586,4
6587,9
6588,2
6589,2
6590,8
6591,4
6592,6
6593,4
6594,30
6595,23
6596,10
6597,4
6598,13
6599,15
6600,2
6601,2
6602,13
6603,8
6604,23
6605,5
6606,2
6607,10
6608,5
6609,5
6610,5
6611,2
6612,3
6613,5
6614,6
6615,6
6616,13
6617,9
6618,6
6619,9
6620,7
6621,9
6622,37
6623,39
6624,12
6625,9
6626,5
6627,6
6628,6
6629,17
6630,5
6631,9
6632,6
6633,11
6634,6
6635,13
6636,5
6637,6
6638,5
6639,10
6640,2
6641,60
6642,2
6643,42
6644,2
6645,5
6646,5
6647,2
6648,10
6649,1
6650,1
6651,4
6652,23
6653,5
6654,4
6655,3
6656,4
6657,18
6658,3
6659,11
6660,6
6661,4
6662,16
6663,7
6664,4
6665,2
6666,9
6667,6
6668,1
6669,6
6670,8
6671,7
6672,5
6673,12
6674,2
6675,6
6676,5
6677,7
6678,4
6679,18
6680,5
6681,6
6682,7
6683,2
6684,3
6685,3
6686,3
6687,7
6688,4
6689,5
6690,5
6691,3
6692,7
6693,8
6694,6
6695,13
6696,4
6697,2
6698,6
6699,8
6700,10
6701,4
6702,9
6703,23
6704,24
6705,38
6706,9
6707,14
6708,6
6709,7
6710,5
6711,9
6712,5
6713,8
6714,13
6715,6
6716,7
6717,6
6718,20
6719,3
6720,5
6721,2
6722,2
6723,14
6724,15
6725,8
6726,15
6727,25
6728,2
6729,8
6730,57
6731,10
6732,5
6733,6
6734,5
6735,6
6736,7
6737,3
6738,63
6739,2
6740,6
6741,6
6742,6
6743,3
6744,3
6745,15
6746,5
6747,21
6748,5
6749,1
6750,6
6751,7
6752,5
6753,10
6754,7
6755,8
6756,7
6757,4
6758,5
6759,1
6760,7
6761,13
6762,5
6763,6
6764,5
6765,18
6766,3
6767,9
6768,10
6769,5
6770,3
6771,4
6772,10
6773,5
6774,16
6775,7
6776,5
6777,35
6778,3
6779,8
6780,5
6781,5
6782,22
6783,1
6784,3
6785,12
6786,1
6787,2
6788,9
6789,6
6790,4
6791,5
6792,4
6793,6
6794,10
6795,1
6796,4
6797,4
6798,7
6799,7
6800,3
6801,7
6802,1
6803,32
6804,6
6805,1
6806,7
6807,4
6808,7
6809,8
6810,5
6811,9
6812,3
6813,6
6814,7
6815,18
6816,5
6817,4
6818,3
6819,11
6820,5
6821,4
6822,2
6823,5
6824,4
6825,16
6826,8
6827,4
6828,7
6829,13
6830,5
6831,6
6832,27
6833,8
6834,2
6835,9
6836,1
6837,2
6838,6
6839,4
6840,4
6841,17
6842,7
6843,6
6844,4
6845,5
6846,5
6847,5
6848,2
6849,4
6850,5
6851,2
6852,9
6853,8
6854,2
6855,3
6856,4
6857,2
6858,32
6859,4
6860,2
6861,2
6862,5
6863,2
6864,6
6865,3
6866,1
6867,5
6868,11
6869,2
6870,3
6871,7
6872,1
6873,1
6874,2
6875,3
6876,2
6877,4
6878,6
6879,3
6880,3
6881,13
6882,9
6883,5
6884,4
6885,2
6886,5
6887,2
6888,3
6889,3
6890,4
6891,3
6892,5
6893,3
6894,6
6895,1
6896,1
6897,9
6898,8
6899,3
6900,1
6901,7
6902,2
6903,82
6904,10
6905,11
6906,18
6907,7
6908,224
6909,2
6910,1
6911,72
6912,6
6913,31
6914,10
6915,1
6916,8
6917,19
6918,11
6919,9
6920,2
6921,9
6922,6
6923,25
6924,27
6925,10
6926,43
6927,3
6928,36
6929,18
6930,8
6931,68
6932,49
6933,34
6934,1
6935,5
6936,1
6937,45
6938,7
6939,5
6940,68
6941,73
6942,37
6943,3
6944,25
6945,7
6946,131
6947,6
6948,6
6949,20
6950,3
6951,6
6952,10
6953,314
6954,6
6955,26
6956,7
6957,10
6958,8
6959,4
6960,3
6961,36
6962,12
6963,3
6964,8
6965,6
6966,3
6967,37
6968,5
6969,3
6970,2
6971,3
6972,102
6973,4
6974,32
6975,24
6976,131
6977,92
6978,2
6979,5
6980,5
6981,5
6982,1
6983,30
6984,12
6985,2
6986,4
6987,5
6988,2
6989,5
6990,23
6991,24
6992,2
6993,27
6994,1
6995,6
6996,2
6997,40
6998,9
6999,6
7000,2
7001,4
7002,3
7003,7
7004,9
7005,3
7006,5
7007,6
7008,2
7009,164
7010,2
7011,6
7012,55
7013,4
7014,10
7015,29
7016,6
7017,4
7018,1
7019,21
7020,10
7021,7
7022,7
7023,7
7024,2
7025,12
7026,10
7027,2
7028,5
7029,22
7030,7
7031,4
7032,3
7033,15
7034,27
7035,2
7036,2
7037,9
7038,5
7039,65
7040,13
7041,7
7042,28
7043,49
7044,10
7045,1
7046,8
7047,12
7048,15
7049,23
7050,9
7051,9
7052,9
7053,3
7054,8
7055,37
7056,26
7057,38
7058,45
7059,7
7060,2
7061,14
7062,7
7063,7
7064,11
7065,2
7066,7
7067,10
7068,2
7069,17
7070,4
7071,5
7072,5
7073,8
7074,38
7075,30
7076,5
7077,10
7078,3
7079,1
7080,5
7081,6
7082,3
7083,16
7084,45
7085,14
7086,15
7087,10
7088,10
7089,5
7090,23
7091,4
7092,4
7093,7
7094,11
7095,1
7096,4
7097,10
7098,4
7099,4
7100,5
7101,14
7102,3
7103,12
7104,3
7105,10
7106,8
7107,4
7108,2
7109,4
7110,6
7111,8
7112,4
7113,5
7114,7
7115,5
7116,8
7117,6
7118,4
7119,2
7120,6
7121,9
7122,9
7123,7
7124,3
7125,1
7126,2
7127,3
7128,4
7129,5
7130,7
7131,1
7132,3
7133,3
7134,2
7135,1
7136,1
7137,1
7138,1
7139,2
7140,2
7141,1
7142,1
7143,1
7144,1
7145,1
7146,1
7147,1
7148,26
7149,186
7150,360
7151,569
7152,144
7153,265
7154,209
7155,277
7156,15
7157,153
7158,615
7159,136
7160,399
7161,704
7162,77
7163,280
7164,164
7165,145
7166,1238
7167,139
7168,13
7169,1572
7170,42
7171,161
7172,101
7173,18
7174,16
7175,35
7176,13
7177,59
7178,45
7179,15
7180,570
7181,28
7182,1104
7183,17
7184,75
7185,420
7186,74
7187,152
7188,110
7189,159
7190,697
7191,314
7192,24
7193,351
7194,54
7195,48
7196,47
7197,309
7198,128
7199,30
7200,340
7201,348
7202,413
7203,103
7204,108
7205,144
7206,271
7207,96
7208,777
7209,44
7210,104
7211,22
7212,34
7213,20
7214,57
7215,157
7216,124
7217,250
7218,188
7219,69
7220,75
7221,97
7222,233
7223,32
7224,19
7225,199
7226,25
7227,6
7228,440
7229,109
7230,137
7231,144
7232,666
7233,254
7234,88
7235,222
7236,123
7237,957
7238,581
7239,14
7240,63
7241,267
7242,16
7243,634
7244,151
7245,269
7246,243
7247,250
7248,218
7249,121
7250,206
7251,12
7252,163
7253,285
7254,299
7255,26
7256,18
7257,222
7258,402
7259,36
7260,3
7261,5
7262,259
7263,169
7264,99
7265,138
7266,115
7267,24
7268,127
7269,21
7270,63
7271,19
7272,28
7273,366
7274,63
7275,6
7276,36
7277,91
7278,260
7279,9
7280,88
7281,50
7282,37
7283,142
7284,7
7285,60
7286,71
7287,66
7288,201
7289,395
7290,83
7291,325
7292,165
7293,40
7294,39
7295,29
7296,45
7297,154
7298,19
7299,108
7300,134
7301,26
7302,9
7303,46
7304,287
7305,48
7306,33
7307,55
7308,117
7309,25
7310,71
7311,231
7312,14
7313,353
7314,67
7315,101
7316,408
7317,7
7318,13
7319,122
7320,22
7321,69
7322,128
7323,123
7324,111
7325,61
7326,39
7327,21
7328,145
7329,51
7330,157
7331,34
7332,60
7333,50
7334,45
7335,250
7336,114
7337,17
7338,4
7339,25
7340,94
7341,26
7342,12
7343,82
7344,58
7345,126
7346,37
7347,5
7348,48
7349,143
7350,40
7351,25
7352,25
7353,17
7354,12
7355,13
7356,50
7357,40
7358,15
7359,62
7360,156
7361,73
7362,29
7363,70
7364,18
7365,8
7366,22
7367,62
7368,111
7369,137
7370,51
7371,6
7372,94
7373,24
7374,9
7375,13
7376,10
7377,51
7378,35
7379,275
7380,31
7381,3
7382,62
7383,22
7384,112
7385,6
7386,53
7387,34
7388,256
7389,52
7390,26
7391,29
7392,69
7393,37
7394,131
7395,17
7396,79
7397,33
7398,46
7399,154
7400,23
7401,66
7402,25
7403,54
7404,32
7405,132
7406,43
7407,164
7408,47
7409,56
7410,1
7411,48
7412,42
7413,44
7414,45
7415,26
7416,17
7417,36
7418,56
7419,35
7420,7
7421,20
7422,36
7423,264
7424,6
7425,7
7426,52
7427,303
7428,345
7429,11
7430,114
7431,3
7432,316
7433,37
7434,79
7435,24
7436,50
7437,81
7438,16
7439,18
7440,398
7441,32
7442,118
7443,23
7444,65
7445,56
7446,38
7447,110
7448,73
7449,6
7450,31
7451,47
7452,15
7453,20
7454,31
7455,12
7456,20
7457,5
7458,51
7459,42
7460,193
7461,33
7462,51
7463,154
7464,20
7465,55
7466,20
7467,101
7468,22
7469,131
7470,78
7471,45
7472,10
7473,45
7474,10
7475,30
7476,110
7477,11
7478,23
7479,84
7480,48
7481,12
7482,31
7483,27
7484,22
7485,8
7486,89
7487,32
7488,28
7489,63
7490,31
7491,26
7492,52
7493,94
7494,14
7495,5
7496,150
7497,20
7498,74
7499,4
7500,72
7501,87
7502,6
7503,44
7504,74
7505,70
7506,10
7507,20
7508,27
7509,15
7510,55
7511,4
7512,94
7513,14
7514,11
7515,23
7516,26
7517,36
7518,17
7519,44
7520,11
7521,15
7522,19
7523,31
7524,7
7525,35
7526,58
7527,8
7528,37
7529,5
7530,189
7531,9
7532,114
7533,33
7534,29
7535,38
7536,29
7537,18
7538,9
7539,34
7540,83
7541,11
7542,33
7543,38
7544,19
7545,3
7546,24
7547,2
7548,5
7549,30
7550,5
7551,4
7552,42
7553,1
7554,13
7555,6
7556,19
7557,38
7558,24
7559,87
7560,165
7561,122
7562,44
7563,4
7564,20
7565,42
7566,30
7567,16
7568,43
7569,6
7570,2
7571,37
7572,63
7573,62
7574,21
7575,106
7576,135
7577,31
7578,10
7579,13
7580,36
7581,20
7582,8
7583,42
7584,17
7585,10
7586,6
7587,64
7588,45
7589,4
7590,23
7591,61
7592,45
7593,30
7594,17
7595,13
7596,14
7597,31
7598,53
7599,8
7600,100
7601,29
7602,3
7603,25
7604,33
7605,96
7606,39
7607,15
7608,65
7609,8
7610,30
7611,26
7612,2
7613,11
7614,27
7615,13
7616,22
7617,8
7618,38
7619,19
7620,14
7621,64
7622,2
7623,46
7624,38
7625,43
7626,6
7627,9
7628,17
7629,25
7630,70
7631,17
7632,54
7633,26
7634,1
7635,11
7636,9
7637,17
7638,16
7639,80
7640,6
7641,18
7642,21
7643,51
7644,10
7645,8
7646,39
7647,18
7648,46
7649,5
7650,24
7651,20
7652,55
7653,73
7654,26
7655,5
7656,12
7657,29
7658,14
7659,4
7660,13
7661,4
7662,4
7663,21
7664,3
7665,15
7666,53
7667,13
7668,15
7669,21
7670,65
7671,30
7672,27
7673,7
7674,32
7675,7
7676,4
7677,14
7678,14
7679,13
7680,28
7681,15
7682,13
7683,5
7684,6
7685,10
7686,6
7687,35
7688,6
7689,7
7690,66
7691,51
7692,31
7693,5
7694,30
7695,11
7696,6
7697,22
7698,53
7699,11
7700,13
7701,5
7702,13
7703,16
7704,29
7705,9
7706,91
7707,52
7708,26
7709,11
7710,59
7711,3
7712,50
7713,7
7714,15
7715,54
7716,38
7717,8
7718,33
7719,18
7720,32
7721,95
7722,29
7723,12
7724,25
7725,3
7726,31
7727,2
7728,5
7729,28
7730,6
7731,36
7732,28
7733,19
7734,9
7735,9
7736,4
7737,60
7738,62
7739,2
7740,16
7741,13
7742,13
7743,14
7744,24
7745,6
7746,33
7747,6
7748,27
7749,6
7750,12
7751,27
7752,109
7753,10
7754,5
7755,10
7756,24
7757,17
7758,10
7759,8
7760,4
7761,14
7762,10
7763,3
7764,6
7765,25
7766,23
7767,71
7768,18
7769,51
7770,52
7771,28
7772,12
7773,21
7774,13
7775,22
7776,13
7777,7
7778,4
7779,1
7780,5
7781,8
7782,16
7783,4
7784,13
7785,9
7786,4
7787,21
7788,5
7789,23
7790,5
7791,13
7792,15
7793,7
7794,3
7795,3
7796,10
7797,7
7798,61
7799,2
7800,28
7801,4
7802,9
7803,7
7804,3
7805,42
7806,8
7807,46
7808,2
7809,4
7810,5
7811,133
7812,4
7813,4
7814,32
7815,30
7816,29
7817,11
7818,17
7819,5
7820,29
7821,17
7822,17
7823,48
7824,7
7825,6
7826,19
7827,13
7828,6
7829,19
7830,7
7831,3
7832,12
7833,10
7834,17
7835,11
7836,8
7837,37
7838,9
7839,31
7840,5
7841,6
7842,9
7843,6
7844,9
7845,5
7846,13
7847,29
7848,25
7849,6
7850,7
7851,3
7852,13
7853,3
7854,7
7855,10
7856,3
7857,30
7858,4
7859,8
7860,13
7861,5
7862,4
7863,9
7864,17
7865,16
7866,20
7867,29
7868,3
7869,13
7870,50
7871,11
7872,5
7873,6
7874,19
7875,36
7876,4
7877,5
7878,4
7879,11
7880,4
7881,8
7882,5
7883,14
7884,11
7885,2
7886,10
7887,11
7888,45
7889,6
7890,28
7891,20
7892,11
7893,7
7894,17
7895,4
7896,8
7897,4
7898,2
7899,4
7900,8
7901,9
7902,10
7903,7
7904,2
7905,13
7906,426
7907,16
7908,6
7909,7
7910,20
7911,16
7912,9
7913,20
7914,20
7915,9
7916,1
7917,5
7918,14
7919,2
7920,20
7921,5
7922,6
7923,16
7924,19
7925,6
7926,6
7927,31
7928,24
7929,10
7930,9
7931,6
7932,14
7933,5
7934,12
7935,8
7936,23
7937,38
7938,8
7939,5
7940,42
7941,18
7942,16
7943,21
7944,22
7945,27
7946,8
7947,10
7948,27
7949,7
7950,21
7951,11
7952,22
7953,18
7954,39
7955,3
7956,9
7957,5
7958,37
7959,8
7960,14
7961,4
7962,43
7963,5
7964,6
7965,18
7966,6
7967,3
7968,15
7969,12
7970,12
7971,8
7972,9
7973,11
7974,4
7975,8
7976,3
7977,8
7978,8
7979,6
7980,6
7981,20
7982,69
7983,9
7984,19
7985,10
7986,6
7987,5
7988,8
7989,4
7990,14
7991,16
7992,12
7993,2
7994,2
7995,18
7996,10
7997,13
7998,7
7999,6
8000,6
8001,6
8002,15
8003,20
8004,10
8005,5
8006,5
8007,34
8008,3
8009,5
8010,12
8011,4
8012,9
8013,3
8014,2
8015,7
8016,6
8017,12
8018,76
8019,2
8020,3
8021,4
8022,1
8023,6
8024,11
8025,4
8026,4
8027,13
8028,1
8029,4
8030,5
8031,6
8032,6
8033,3
8034,3
8035,7
8036,11
8037,3
8038,5
8039,8
8040,12
8041,7
8042,10
8043,5
8044,8
8045,3
8046,4
8047,2
8048,20
8049,7
8050,34
8051,10
8052,3
8053,3
8054,4
8055,7
8056,13
8057,14
8058,7
8059,12
8060,6
8061,6
8062,15
8063,15
8064,4
8065,8
8066,11
8067,3
8068,8
8069,5
8070,2
8071,10
8072,10
8073,14
8074,3
8075,9
8076,6
8077,75
8078,2
8079,19
8080,3
8081,29
8082,6
8083,12
8084,17
8085,5
8086,7
8087,7
8088,9
8089,2
8090,25
8091,4
8092,2
8093,4
8094,11
8095,7
8096,13
8097,10
8098,16
8099,7
8100,16
8101,7
8102,5
8103,6
8104,15
8105,7
8106,4
8107,5
8108,2
8109,2
8110,12
8111,2
8112,4
8113,1
8114,16
8115,5
8116,19
8117,7
8118,4
8119,6
8120,16
8121,2
8122,4
8123,4
8124,4
8125,4
8126,2
8127,13
8128,27
8129,2
8130,9
8131,4
8132,7
8133,13
8134,5
8135,7
8136,5
8137,22
8138,11
8139,4
8140,5
8141,10
8142,2
8143,3
8144,5
8145,10
8146,5
8147,2
8148,6
8149,12
8150,101
8151,8
8152,15
8153,7
8154,5
8155,1
8156,15
8157,22
8158,5
8159,3
8160,10
8161,13
8162,2
8163,3
8164,10
8165,2
8166,3
8167,3
8168,1
8169,5
8170,8
8171,4
8172,4
8173,3
8174,2
8175,6
8176,13
8177,7
8178,5
8179,5
8180,3
8181,5
8182,4
8183,3
8184,6
8185,3
8186,8
8187,4
8188,5
8189,7
8190,13
8191,3
8192,5
8193,6
8194,10
8195,2
8196,26
8197,4
8198,4
8199,6
8200,7
8201,1
8202,7
8203,2
8204,5
8205,2
8206,25
8207,15
8208,6
8209,12
8210,8
8211,6
8212,4
8213,4
8214,4
8215,1
8216,4
8217,7
8218,6
8219,29
8220,5
8221,6
8222,5
8223,2
8224,4
8225,7
8226,5
8227,3
8228,4
8229,4
8230,22
8231,6
8232,2
8233,8
8234,2
8235,7
8236,6
8237,5
8238,3
8239,2
8240,5
8241,4
8242,6
8243,5
8244,2
8245,4
8246,7
8247,11
8248,3
8249,4
8250,3
8251,5
8252,6
8253,9
8254,3
8255,8
8256,3
8257,8
8258,6
8259,2
8260,9
8261,1
8262,2
8263,14
8264,5
8265,131
8266,6
8267,28
8268,10
8269,6
8270,11
8271,66
8272,5
8273,2
8274,8
8275,2
8276,45
8277,96
8278,6
8279,1
8280,2
8281,9
8282,16
8283,1
8284,1
8285,4
8286,2
8287,11
8288,5
8289,27
8290,56
8291,56
8292,8
8293,32
8294,22
8295,40
8296,3
8297,16
8298,2
8299,7
8300,3
8301,42
8302,10
8303,10
8304,9
8305,5
8306,10
8307,2
8308,20
8309,50
8310,11
8311,19
8312,33
8313,54
8314,13
8315,4
8316,73
8317,5
8318,3
8319,4
8320,5
8321,3
8322,9
8323,6
8324,1
8325,3
8326,7
8327,58
8328,8
8329,15
8330,6
8331,5
8332,11
8333,2
8334,10
8335,7
8336,3
8337,9
8338,3
8339,25
8340,8
8341,15
8342,7
8343,25
8344,15
8345,2
8346,3
8347,23
8348,1
8349,3
8350,38
8351,10
8352,6
8353,9
8354,4
8355,6
8356,6
8357,16
8358,15
8359,36
8360,3
8361,12
8362,5
8363,4
8364,7
8365,4
8366,8
8367,13
8368,7
8369,22
8370,5
8371,7
8372,8
8373,4
8374,16
8375,16
8376,6
8377,8
8378,34
8379,24
8380,9
8381,5
8382,5
8383,4
8384,6
8385,46
8386,14
8387,5
8388,4
8389,4
8390,26
8391,6
8392,2
8393,5
8394,43
8395,5
8396,25
8397,5
8398,3
8399,5
8400,2
8401,5
8402,4
8403,38
8404,16
8405,6
8406,2
8407,7
8408,1
8409,6
8410,8
8411,2
8412,15
8413,6
8414,5
8415,3
8416,4
8417,9
8418,7
8419,4
8420,10
8421,11
8422,12
8423,29
8424,1
8425,1
8426,10
8427,12
8428,33
8429,12
8430,6
8431,5
8432,4
8433,4
8434,10
8435,7
8436,5
8437,5
8438,5
8439,4
8440,8
8441,1
8442,5
8443,25
8444,6
8445,5
8446,5
8447,2
8448,2
8449,18
8450,2
8451,6
8452,4
8453,7
8454,23
8455,5
8456,5
8457,4
8458,15
8459,5
8460,4
8461,1
8462,5
8463,3
8464,4
8465,4
8466,4
8467,3
8468,2
8469,1
8470,5
8471,5
8472,3
8473,4
8474,8
8475,5
8476,17
8477,2
8478,4
8479,7
8480,1
8481,2
8482,5
8483,1
8484,1
8485,1
8486,6
8487,25
8488,5
8489,4
8490,5
8491,40
8492,6
8493,2
8494,3
8495,1
8496,1
8497,30
8498,3
8499,1
8500,3
8501,3
8502,9
8503,4
8504,7
8505,5
8506,8
8507,2
8508,4
8509,7
8510,3
8511,5
8512,8
8513,8
8514,1
8515,2
8516,10
8517,6
8518,12
8519,6
8520,13
8521,2
8522,3
8523,5
8524,9
8525,4
8526,6
8527,3
8528,4
8529,4
8530,4
8531,8
8532,1
8533,6
8534,6
8535,2
8536,1
8537,1
8538,1
8539,1
8540,2
8541,1
8542,2
8543,1
8544,1
8545,273
8546,142
8547,147
8548,304
8549,186
8550,216
8551,98
8552,232
8553,200
8554,209
8555,265
8556,167
8557,356
8558,49
8559,343
8560,692
8561,435
8562,128
8563,4
8564,368
8565,114
8566,7
8567,563
8568,285
8569,2160
8570,60
8571,10
8572,1629
8573,558
8574,167
8575,36
8576,14
8577,208
8578,113
8579,308
8580,479
8581,67
8582,200
8583,83
8584,79
8585,191
8586,565
8587,222
